"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","@moviemenfes Pantes sri asih dh lama ga update webtoon, ternyata dibikin filmnya yh",FALSE,0,"moviemenfes",2022-11-23 04:04:06,FALSE,"1595219337182265345","1595266918545756162","1565895180","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ranningawayyy",0,FALSE,FALSE,NA,NA
"2","@irvxan @razaksyarif IMO, Qodrat karena genre filmnya jg beda kak. Habis ini Keramat 2 mungkin malah berpotensi ang… https://t.co/xVIrDWWDbm",FALSE,0,"irvxan",2022-11-23 04:03:00,TRUE,"1595246821315842048","1595266642220834816","1157241883606732800","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mchlrs_",0,FALSE,FALSE,NA,NA
"3","@razaksyarif Udah nonton Sri Asih. Bagus.
Tapi kl h2h sama BP2 ya yg termasuk film dgn citra baik, mesti kebanting… https://t.co/tOrk9cXjIg",FALSE,0,"razaksyarif",2022-11-23 04:01:16,TRUE,"1595245776082702336","1595266203395969024","99124744","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mchlrs_",0,FALSE,FALSE,NA,NA
"4","@WorldOfGundala Setuju, 👁️malaikat bukn panglima dewi 🔥,krn konsepny msih 1 wktu tp beda ruang (gundala,sri asih,go… https://t.co/W8roNkbRcw",FALSE,0,"WorldOfGundala",2022-11-23 04:00:57,TRUE,"1595202790351024128","1595266125558067200","1318318018686898176","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","han_fatalizious",0,FALSE,FALSE,NA,NA
"5","Bintangi sederet film naik daun di tahun 2022 seperti Sri Asih dan Srimulat: Hil yang Mustahal, yuk simak profil ak… https://t.co/hp7XDtmTdv",FALSE,0,NA,2022-11-23 04:00:09,TRUE,NA,"1595265925045194754",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ThePhraseID",0,FALSE,FALSE,NA,NA
"6","Masih aja ga terima klo gw bilang CGI #SriAsih ga wah, yg bilang CGI nya jelek siapa? Kok pd demen banget masukin a… https://t.co/KuXi77k9ac",FALSE,0,NA,2022-11-23 03:58:52,TRUE,NA,"1595265599889821697",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","er2en",0,FALSE,FALSE,NA,NA
"7","@sofyantanianur @azoong_ @elfan_ab Sug tak kiro Sri Asih rabi sih",FALSE,0,"sofyantanianur",2022-11-23 03:57:24,FALSE,"1595261374334390273","1595265233807110144","1073240848710520832","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","UcupGreget",0,FALSE,FALSE,NA,NA
"8","heran bgt, Pevita as Sri Asih pas berantem tuh rambutnya stay gak ada acak-acakan terus kek, ✨sempurna✨ bgt dah😭 bi… https://t.co/sbeINtHOXP",FALSE,0,"tuiterhanip",2022-11-23 03:56:37,TRUE,"1595265031318695937","1595265036108574722","2401178636","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tuiterhanip",0,FALSE,FALSE,NA,NA
"9","REVIEW SRI ASIH

⚠️ warning ⚠️
gue kasi spoiler tipis-tipis biar penasaran.

film superhero terkereennnnz menurut g… https://t.co/fFFvtPq4RP",FALSE,1,NA,2022-11-23 03:56:31,TRUE,NA,"1595265009432788993",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tuiterhanip",0,FALSE,FALSE,NA,NA
"10","Buruan nonton SRI ASIH biar bisa liat ini: https://t.co/DjLyVawia7",FALSE,8,NA,2022-11-23 03:53:20,FALSE,NA,"1595264210329808897",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HabisNontonFilm",1,FALSE,FALSE,NA,NA
"11","@tanyakanrl Sri Asih, BP, the fabelmans.. coba aja cek trailernya dl",FALSE,0,"tanyakanrl",2022-11-23 03:53:18,FALSE,"1595263440058142720","1595264201857335297","1331650559518990336","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","biajtch",0,FALSE,FALSE,NA,NA
"12","Ingin nonton, mending sri asih apa wakanda?",FALSE,1,NA,2022-11-23 03:50:08,FALSE,NA,"1595263402766610432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","akireda_",0,FALSE,FALSE,NA,NA
"13","SRI ASIH - OFFICIAL TRAILER | Tayang di XXI mulai…: https://t.co/0wpqDYFRqr",FALSE,1,NA,2022-11-23 03:49:54,FALSE,NA,"1595263342901620736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","masalvi21317613",0,FALSE,FALSE,NA,NA
"14","mending nonton black panther apa sri asih?",FALSE,2,NA,2022-11-23 03:48:42,FALSE,NA,"1595263043910635521",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mimiknenen",0,FALSE,FALSE,NA,NA
"15","Jatmiko (Sri Asih, 2022) is queer coded",FALSE,0,NA,2022-11-23 03:48:14,FALSE,NA,"1595262924922421248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","semuasiji",0,FALSE,FALSE,NA,NA
"16","nonton sri asih kali ya nanti",FALSE,1,NA,2022-11-23 03:47:07,FALSE,NA,"1595262643107172352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dxmarru",0,FALSE,FALSE,NA,NA
"17","@mks_fess sri asih nder, recomended",FALSE,0,"mks_fess",2022-11-23 03:43:55,FALSE,"1595252788576935937","1595261839746936832","1246805274133852160","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cgaretsaftrmeal",0,FALSE,FALSE,NA,NA
"18","qodrat udah 1,7 jt penonton, sri asih nyusul yuk nyusul",FALSE,0,NA,2022-11-23 03:41:53,FALSE,NA,"1595261325906653185",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","penggiladosa",0,FALSE,FALSE,NA,NA
"19","@WorldOfGundala Ini foto pas di gala premier sri asih",FALSE,0,"WorldOfGundala",2022-11-23 03:36:28,FALSE,"1595044513571307520","1595259961759928322","1318318018686898176","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","han_fatalizious",0,FALSE,FALSE,NA,NA
"20","@vedahmed 😍😍😍 sri asih",FALSE,1,"vedahmed",2022-11-23 03:32:52,FALSE,"1595169677600296979","1595259059606806528","296043424","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Yaya_agha",0,FALSE,FALSE,NA,NA
"21","@moviemenfes sri asih dule kdong @frd__________",FALSE,1,"moviemenfes",2022-11-23 03:32:03,FALSE,"1595219337182265345","1595258850176733184","1565895180","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","azzfdd",0,FALSE,FALSE,NA,NA
"22","Review Film Sri Asih versi Ceon bisa ditonton di
YouTube : https://t.co/tZW2veM6aN
Bstation :… https://t.co/nZ3ocAkEaW",FALSE,3,NA,2022-11-23 03:31:39,TRUE,NA,"1595258752986644481",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CeonHectorvia",0,FALSE,FALSE,NA,NA
"23","jastip booking jual tiket nonton xxi cgv
fee free alias GRATIS ADMIN
ada promo diskon

black panther wakanda foreve… https://t.co/9Tq8FRdFF2",FALSE,0,NA,2022-11-23 03:30:02,TRUE,NA,"1595258346092756994",NA,"<a href=""http://www.powerapps.com"" rel=""nofollow"">Microsoft Power Platform</a>","jualanparuru",0,FALSE,FALSE,NA,NA
"24","@mks_fess Sri asih",FALSE,1,"mks_fess",2022-11-23 03:26:39,FALSE,"1595252788576935937","1595257494087294977","1246805274133852160","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dreanxi",0,FALSE,FALSE,NA,NA
"25","Sri Asih tampil memukau di babak pertama. Plotnya padet. Cinematografinya keren. Banget. Koreografinya juara!… https://t.co/O0J0qfxNeW",FALSE,1,NA,2022-11-23 03:22:37,TRUE,NA,"1595256476628836355",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","saiyansuhade",0,FALSE,FALSE,NA,NA
"26","cocologiku pagi ini. cover theme phantom ngingetin sama jeng sri asih sumpah ga boong ☝🏻😭 bisa pas gitu temanya red… https://t.co/0iA3bBmB4i",FALSE,3,NA,2022-11-23 03:21:13,TRUE,NA,"1595256127209365505",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kunsmiles",0,FALSE,FALSE,NA,NA
"27","Gua butuh ripiu film sri asih, wakanda, sama the menu🙂",FALSE,1,NA,2022-11-23 03:20:34,FALSE,NA,"1595255961265971200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jweramiw",0,FALSE,FALSE,NA,NA
"28","udh nonton sri asih belum om? @qibs",FALSE,1,NA,2022-11-23 03:19:07,FALSE,NA,"1595255597515296768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","suxii09",0,FALSE,FALSE,NA,NA
"29","Di film ini Randy Korompis rasanya sangat jorjoran dengan CGI karna terlibat sebagai sutradara, beda ketika dia han… https://t.co/5USqbuqtkY",FALSE,0,"kyfzi",2022-11-23 03:16:06,TRUE,"1595251891176296449","1595254837188628481","1031868828","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kyfzi",1,FALSE,FALSE,NA,NA
"30","Membedah Film Sri Asih
https://t.co/4CJePTYe3V",FALSE,1,"DarkOushiza",2022-11-23 03:13:32,FALSE,"1595253844572659713","1595254191622012928","1033411952565837824","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DarkOushiza",0,FALSE,FALSE,NA,NA
"31","Terus karena Teduh mulai ngeh sama temen-teman bapak ibunya siapa aja, dia juga ngeh kalau Pevita main Sri Asih, li… https://t.co/dLtx9Wc5PS",FALSE,2,"SuboFamily",2022-11-23 03:09:30,TRUE,"1595252856151748609","1595253178010062848","42381896","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SuboFamily",0,FALSE,FALSE,NA,NA
"32","@upirocks @jokoanwar Aku suka Sri Asih,asli bener bener ga nyangka sih endingnya bakal kayak.... bener bener ah",FALSE,1,"upirocks",2022-11-23 03:06:50,FALSE,"1594952089708679168","1595252505193369600","80512175","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","christinbogor11",0,FALSE,FALSE,NA,NA
"33","Wah, apa aja sih keistimewaan dan asal-usul dari Sri Asih ini? Apa lagi fakta-fakta menarik tentang jagoan kesayang… https://t.co/XH6hbR97FX",FALSE,0,"BumilangitID",2022-11-23 03:06:09,TRUE,"1595252331376877569","1595252335319474176","1634758662","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BumilangitID",0,FALSE,FALSE,NA,NA
"34","Siapa itu Sri Asih?
Sri Asih adalah jagoan pertama Indonesia sekaligus jagoan perempuan pertama Indonesia. Karakter… https://t.co/nhqNOiVmIT",FALSE,13,NA,2022-11-23 03:06:08,TRUE,NA,"1595252331376877569",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BumilangitID",4,FALSE,FALSE,NA,NA
"35","gila film sri asih keren dah, superhero cewek kapan lagi coba, mana pecita cantik banget... ini mah beneran sinema… https://t.co/NIstFEmwcJ",FALSE,1,NA,2022-11-23 03:06:01,TRUE,NA,"1595252299370491904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ineshfeb",0,FALSE,FALSE,NA,NA
"36","Review gue buat Sri Asih bisa dibaca di sini, yaaa:
https://t.co/djIFcPueo7",FALSE,1,"DarkOushiza",2022-11-23 03:04:43,FALSE,"1595251360148033536","1595251974517448704","1033411952565837824","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DarkOushiza",0,FALSE,FALSE,NA,NA
"37","Sri Asih dikira bakal berantem sama Wakanda Forever di bioskop. 

Ternyata malah sama The Fabelsman dan The Menu.",FALSE,0,NA,2022-11-23 03:02:24,FALSE,NA,"1595251391140102144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dikanchut",0,FALSE,FALSE,NA,NA
"38","Ijinkan gue mengakhiri thread Membedah Film Sri Asih di sini. Mohon maaf kalo ada typo yaaa, soalnya pas ngetik ant… https://t.co/3BFTTIwlzc",FALSE,2,"DarkOushiza",2022-11-23 03:02:17,TRUE,"1595250433676562432","1595251360148033536","1033411952565837824","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DarkOushiza",0,FALSE,FALSE,NA,NA
"39","Misteri besar yang masih mengganjal di Sri Asih adalah motivasi Ghazul. Gue punya beberapa teori, tapi mending disi… https://t.co/L7KwT1Tibm",FALSE,0,"DarkOushiza",2022-11-23 02:58:36,TRUE,"1595246927884349440","1595250433676562432","1033411952565837824","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DarkOushiza",0,FALSE,FALSE,NA,NA
"40","@ramawatanabee @Jagoan_Kancil Genre nya aja beda, ya jelas penggunaannya beda. Klo bahas kualitas jgn liat kuantita… https://t.co/dxtyHNe4Bf",FALSE,0,"ramawatanabee",2022-11-23 02:58:30,TRUE,"1595245652338167808","1595250408947351552","1202586695503249408","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","er2en",0,FALSE,FALSE,NA,NA
"41","Bisa bisanya mimpiin sri asih",FALSE,0,NA,2022-11-23 02:58:27,FALSE,NA,"1595250395315523584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","w0nggede",0,FALSE,FALSE,NA,NA
"42","@wildbutfragil3 kemaren lusa udah semangat bgd mau nonton sri asih karna horor kirain pas tudei tau super hero kayaknya ga jdi :)",FALSE,0,"wildbutfragil3",2022-11-23 02:56:49,FALSE,"1595249406194110465","1595249985880469504","1574936314038067201","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","meduusad",0,FALSE,FALSE,NA,NA
"43","@arrraaaa26 ijo ijo kek sri asih 🫠🫠",FALSE,0,"arrraaaa26",2022-11-23 02:52:05,FALSE,"1595248168668581888","1595248792428679168","1086778696445222913","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ohsyiddd",0,FALSE,FALSE,NA,NA
"44","kangen sri asih",FALSE,0,NA,2022-11-23 02:51:10,FALSE,NA,"1595248564073996289",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","juicysubway",0,FALSE,FALSE,NA,NA
"45","lah sri asih super hero w kira film horor :)",FALSE,0,NA,2022-11-23 02:51:04,FALSE,NA,"1595248537935437824",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","meduusad",0,FALSE,FALSE,NA,NA
"46","kalo desember masih ada sri asih, mau nonton ah",FALSE,1,NA,2022-11-23 02:47:06,FALSE,NA,"1595247540819009538",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","dilfnyaaku",0,FALSE,FALSE,NA,NA
"47","Semalam nonton Sri Asih @sriasihofficial @BCUindonesia karya kak @upirocks KEREN BANGET. Plot twistnya ga nyangka b… https://t.co/K96IMwuZdj",FALSE,1,NA,2022-11-23 02:47:01,TRUE,NA,"1595247521130983424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","christinbogor11",0,FALSE,FALSE,NA,NA
"48","@moviemenfes pgn nntn sri asih",FALSE,1,"moviemenfes",2022-11-23 02:46:52,FALSE,"1595219337182265345","1595247480324886528","1565895180","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sw0rdzoro",0,FALSE,FALSE,NA,NA
"49","@er2en @Jagoan_Kancil Cgi nya MRS emang bagus tapi gak sebanyak Sri Asih..
Dengan porsi yang 3x lipat sampe detail""… https://t.co/u81z6aXGDu",FALSE,0,"er2en",2022-11-23 02:39:36,TRUE,"1595056266040471552","1595245652338167808","78179356","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ramawatanabee",0,FALSE,FALSE,NA,NA
"50","@sampunsedo Ah, tipikal ruangan lokal klasik rupanya. Aku mengangguk mafhum mendapati jawaban Sri Asih. Jelas, pili… https://t.co/56dVpr09lK",FALSE,0,"sampunsedo",2022-11-23 02:28:39,TRUE,"1595065513453178880","1595242897393479680","1533065269068779520","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","senyaruri",0,FALSE,FALSE,NA,NA
"51","@mikuahcan sri asih bagus kayanya",FALSE,0,"mikuahcan",2022-11-23 02:28:33,FALSE,"1595241321295273984","1595242872021823493","1296439783586066434","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nugrahaery",0,FALSE,FALSE,NA,NA
"52","Yakin mau melewatkan aksi Najwa Shihab di film Sri Asih? https://t.co/NK8s02TYaT",FALSE,0,NA,2022-11-23 02:27:12,FALSE,NA,"1595242533465993217",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","cewekbangetid",0,FALSE,FALSE,NA,NA
"53","Matur Suwun, Suroboyo! 
Terima kasih telah mengijinkan kami mampir dan beraktivitas bersama. #SriAsih masih hadir d… https://t.co/koKjEitckn",FALSE,6,NA,2022-11-23 02:26:45,TRUE,NA,"1595242419490263040",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mosmarth",1,FALSE,FALSE,NA,NA
"54","Sri asih sabi si",FALSE,0,NA,2022-11-23 02:25:50,FALSE,NA,"1595242188962934784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","azoong_",0,FALSE,FALSE,NA,NA
"55","Saking males keluar rumah gue skip nonton film2 bagus akhir tahun😌 (Black adam, black panther, sri asih, dan kyknya nanti avatar juga)",FALSE,0,NA,2022-11-23 02:22:57,FALSE,NA,"1595241460672057345",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dwikirmd",0,FALSE,FALSE,NA,NA
"56","Sri Asih &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; The Menu

Jadi plis ya penonton/penikmat/sinefil lokal gunakan dengan bijak uang Anda. Lebih b… https://t.co/G9e2yqku5W",FALSE,0,NA,2022-11-23 02:22:47,TRUE,NA,"1595241419501109248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RajabAlmukarrom",0,FALSE,FALSE,NA,NA
"57","Kalo benar, berarti ada benang merah antara Sri Asih dan Gundala di BCU. Keduanya adalah titel yang diberikan secar… https://t.co/twoMd6ToS9",FALSE,2,"DarkOushiza",2022-11-23 02:19:47,TRUE,"1595239757965332481","1595240666392498176","1033411952565837824","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DarkOushiza",0,FALSE,FALSE,NA,NA
"58","Blm nonton sri asih. Bagus gak?",FALSE,1,NA,2022-11-23 02:16:02,FALSE,NA,"1595239720061087745",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cumazaki",0,FALSE,FALSE,NA,NA
"59","@moviemenfes Pertama, dua duanya gaada di netflix.
Kedua, netflix n chill itu bukan istilah yang tepat kalo maksudm… https://t.co/kysTWMt5RK",FALSE,31,"moviemenfes",2022-11-23 02:15:08,TRUE,"1595219337182265345","1595239497108664321","1565895180","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aprilliouz",0,FALSE,FALSE,NA,NA
"60","@ssefnum Sri asih aja kalau ga ngikutin Marvel.",FALSE,0,"ssefnum",2022-11-23 02:11:22,FALSE,"1595234295047520257","1595238546243133441","1331620633726259200","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","estpriveled",0,FALSE,FALSE,NA,NA
"61","Mencuri raden saleh adalah film indonesia terbaik yg pernah sy tonton, disusul no 2 sri asih. No 3 Gundala",FALSE,0,NA,2022-11-23 02:10:45,FALSE,NA,"1595238394233511936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rudikoo_",0,FALSE,FALSE,NA,NA
"62","Sri Asih kalo menurut aku yh (6/10). Ok sie visual nya kayak ya superhero bgt niee waswus duaaar, visual effect, CG… https://t.co/13NibLhGpg",FALSE,0,NA,2022-11-23 02:07:54,TRUE,NA,"1595237674901610497",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aishiteiru_u",0,FALSE,FALSE,NA,NA
"63","Oh iya, walau timeline film Sri Asih ini keliatan sebelum Gundala, tapi kayanya ada satu titik di mana akhirnya tim… https://t.co/f2w2dLQSa8",FALSE,0,"DarkOushiza",2022-11-23 02:07:33,TRUE,"1595232760180113409","1595237586552836097","1033411952565837824","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DarkOushiza",0,FALSE,FALSE,NA,NA
"64","Pengen nnton sri asih",FALSE,0,NA,2022-11-23 02:05:20,FALSE,NA,"1595237029415358464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","panc0ng",0,FALSE,FALSE,NA,NA
"65","padahal pengen nonton sri asih hari ini tapi AKU LUPA MINTA ATM KE PAPAA😭😭😭😭 sedangkan uang aku disana :"")",FALSE,1,NA,2022-11-23 02:04:30,FALSE,NA,"1595236819603718145",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sweetiefairyx",0,FALSE,FALSE,NA,NA
"66","Film Sri Asih Dibikin Poster Ala Drakor Sama Penggemar, Jefri Nichol: Ini Bukan Cerita Cinta, Tapi… https://t.co/fyhoydEBLA",FALSE,0,NA,2022-11-23 01:59:30,FALSE,NA,"1595235562947870721",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","Cekricekid",0,FALSE,FALSE,NA,NA
"67","@ssefnum Wakanda kalau emang suka marvel, tapi kalau enggak nonton Sri Asih aja.",FALSE,0,"ssefnum",2022-11-23 01:59:00,FALSE,"1595234295047520257","1595235433985626112","1331620633726259200","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Genioyus",0,FALSE,FALSE,NA,NA
"68","@moviemenfes ini sama2 harus nonton film sebelumnya biar makin nyambung, for me yha. tpi sri asih aja.",FALSE,0,"moviemenfes",2022-11-23 01:57:27,FALSE,"1595219337182265345","1595235047077867520","1565895180","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nonefcare",0,FALSE,FALSE,NA,NA
"69","@ssefnum Sri asih",FALSE,0,"ssefnum",2022-11-23 01:56:58,FALSE,"1595234295047520257","1595234925191778304","1331620633726259200","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lighcten",0,FALSE,FALSE,NA,NA
"70","@ssefnum Karena gue pribadi udah nonton Sri Asih dan filmnya beneran seru banget, jadi gue mau saranin sender buat… https://t.co/8M511cElf0",FALSE,0,"ssefnum",2022-11-23 01:56:17,TRUE,"1595234295047520257","1595234751140413440","1331620633726259200","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Zhainth",0,FALSE,FALSE,NA,NA
"71","@ssefnum sri asih dong nder.",FALSE,1,"ssefnum",2022-11-23 01:56:08,FALSE,"1595234295047520257","1595234713396023296","1331620633726259200","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dominulapidis",0,FALSE,FALSE,NA,NA
"72","SI BANGSAT GILIRAN DIKASIH FILM SUPERHERO YANG JATOHNYA GEBRAKAN BARU FILM INDONESIA KAGAK MAU NONTON HADEHHH mauny… https://t.co/aaPspeTrG9",FALSE,0,"spencdier",2022-11-23 01:56:06,TRUE,"1595234704101638144","1595234705783549952","1156593783393284097","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","spencdier",0,FALSE,FALSE,NA,NA
"73","gue ajak satu org ini nonton sri asih then dia bilang ""untuk sekarang gw gak minat nonton film hero indonesia. kaya… https://t.co/LaiQK340Iy",FALSE,0,NA,2022-11-23 01:56:06,TRUE,NA,"1595234704101638144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","spencdier",0,FALSE,FALSE,NA,NA
"74","@ssefnum Sri asih nder nonton sri asih nder",FALSE,0,"ssefnum",2022-11-23 01:55:34,FALSE,"1595234295047520257","1595234569409953792","1331620633726259200","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nayiienay",0,FALSE,FALSE,NA,NA
"75","Mau nonton sri asih😭 https://t.co/gsuGmbTiFl",FALSE,0,NA,2022-11-23 01:54:56,FALSE,NA,"1595234410802008064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ddaamians",0,FALSE,FALSE,NA,NA
"76","@er2en @dihansuu Just info Gatotkaca &amp; Sri Asih vendor pengerjaan vfx sama2 satu studio.",FALSE,0,"er2en",2022-11-23 01:54:26,FALSE,"1595052878888329216","1595234285635907584","78179356","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BDRNPRJ",1,FALSE,FALSE,NA,NA
"77","Review Mba Sri Asih sambil motoran #storyan
https://t.co/6rqLvjm9Kx",FALSE,0,NA,2022-11-23 01:54:07,FALSE,NA,"1595234206913040384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Yanni_HTM",0,FALSE,FALSE,NA,NA
"78","@glossierreys @moviemenfes Karena di end act ada penutup Sri Asih yg tebalikin mobil. Sri asih yg akan bantu Gundala.",FALSE,0,"glossierreys",2022-11-23 01:49:20,FALSE,"1594888576227233793","1595233000630820864","1077832906142212098","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DFeerdi",0,FALSE,FALSE,NA,NA
"79","@onetweetsthings Total, i mean. If you mention gundala+sri asih",FALSE,0,"reytenstiel",2022-11-23 01:46:11,FALSE,"1595232079519789057","1595232211174760448","1075756612822933504","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","reytenstiel",0,FALSE,FALSE,NA,NA
"80","btw mba @newpevpearce di Sri asih centong bgt 🤧 8/10 for @sriasihofficial ✌🏻",FALSE,1,NA,2022-11-23 01:45:47,FALSE,NA,"1595232109777817600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","insankurniawanx",0,FALSE,FALSE,NA,NA
"81","@DarkOushiza Trus jatmiko ternyata lebih powerfull dan sri asih terdesak, setelah itu sebelum serangan terakhir jat… https://t.co/dLMw7q5kpG",FALSE,1,"snyderindo",2022-11-23 01:42:47,TRUE,"1595230822339997697","1595231354618142720","70366535","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","snyderindo",0,FALSE,FALSE,NA,NA
"82","Jagabumi di film Sri Asih punya anggota yang berbeda, dan kayanya kebanyakan adalah orang biasa. Tugas mereka adala… https://t.co/3QoeAT6BXT",FALSE,1,"DarkOushiza",2022-11-23 01:42:03,TRUE,"1595230122558169088","1595231170807013376","1033411952565837824","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DarkOushiza",0,FALSE,FALSE,NA,NA
